order_id,steel,diameter,length,weight,density
B20271554,NP01,43.0,4.9,36146.0,9860
B20271555,NP01,43.0,10.9,29910.0,9860
B20271556,NP01,43.0,3.8,35061.0,9860
B20271557,NP01,43.0,4.9,66406.0,9860
B20271558,NP01,43.0,7.9,23623.0,9860
B20271559,NP01,43.0,6.4,23358.0,9860
B20271560,NP01,43.0,7.08,51005.0,9860
B20271561,NP01,43.0,7.9,61435.0,9860
B20271562,NP01,43.0,7.75,97432.0,9860
B20271563,NP01,43.0,4.901,65205.0,9860
B20271564,NP01,43.0,6.4,59940.0,9860
B20271565,NP01,43.0,7.9,22614.0,9860
B20271566,NP01,43.0,4.9,24498.0,9860
B20271567,NP01,43.0,6.65,29693.0,9860
B20271568,NP01,43.0,5.9,36038.0,9860
B20271569,NP01,43.0,4.901,39452.0,9860
B20271570,NP01,43.0,4.9,105323.0,9860
B20271571,NP01,43.0,11.4,45332.0,9860
B20271572,NP01,43.0,7.0,58962.0,9860
B20271573,NP01,43.0,4.9,52644.0,9860
B20271574,NP01,43.0,6.55,24501.0,9860
B20271575,NP01,43.0,9.0,12153.0,9860
B20271576,NP01,43.0,4.9,57792.0,9860
B20271577,NP01,43.0,4.9,6474.0,9860
B20271578,NP01,43.0,8.05,124702.0,9860
B20271579,NP01,43.0,5.4,62170.0,9860
B20271580,NP01,43.0,4.9,44320.0,9860
B20271581,NP01,43.0,6.4,22739.0,9860
B20271582,NP01,43.0,5.36,18538.0,9860
B20271583,NP01,43.0,7.0,55778.0,9860
B20271584,NP01,43.0,6.9,42442.0,9860
B20271585,NP01,43.0,4.9,30660.0,9860
B20271586,NP01,43.0,5.9,15185.0,9860
B20271587,NP01,43.0,5.018,15643.0,9860
B20271588,NP01,43.0,5.9,122058.0,9860
B20271589,NP01,43.0,7.9,97772.0,9860
B20271590,NP01,43.0,5.9,11925.0,9860
B20271591,NP01,43.0,4.901,89747.0,9860
B20271592,NP01,43.0,6.1,19508.0,9860
B20271593,NP01,43.0,6.1,62388.0,9860
B20271594,NP01,43.0,6.25,86315.0,9860
B20271595,NP01,43.0,4.9,11982.0,9860
B20271596,NP01,43.0,4.9,23204.0,9860
B20271597,NP01,43.0,4.9,32610.0,9860
B20271598,NP01,43.0,4.9,51821.0,9860
B20271599,NP01,43.0,6.1,85746.0,9860
B20271600,NP01,43.0,6.4,11642.0,9860
B20271601,NP01,43.0,4.9,57938.0,9860
B20271602,NP01,43.0,4.901,14167.0,9860
B20271603,NP01,43.0,4.9,29228.0,9860
B20271604,NP01,43.0,6.9,41568.0,9860
B20271605,NP01,43.0,6.1,18013.0,9860
B20271606,NP01,43.0,4.9,24060.0,9860
B20271607,NP01,43.0,5.0,74778.0,9860
B20271608,NP01,43.0,4.9,55375.0,9860
B20271609,NP01,43.0,6.4,32545.0,9860
B20271610,NP01,43.0,5.33,53530.0,9860
B20271611,NP01,43.0,10.0,61230.0,9860
B20271612,NP01,43.0,6.65,39367.0,9860
B20271613,NP01,43.0,5.9,49511.0,9860
B20271614,NP01,43.0,5.3,37496.0,9860
B20271615,NP01,43.0,6.1,54074.0,9860
B20271616,NP01,43.0,4.9,41575.0,9860
B20271617,NP01,43.0,6.1,25740.0,9860
B20271618,NP01,43.0,8.05,41125.0,9860
B20271619,NP01,43.0,6.2,95943.0,9860
B20271620,NP01,43.0,5.0,93475.0,9860
B20271621,NP01,43.0,4.9,68711.0,9860
B20271622,NP01,43.0,4.9,24600.0,9860
B20271623,NP01,43.0,5.55,36686.0,9860
B20271624,NP01,43.0,6.4,63282.0,9860
B20271625,NP01,43.0,6.4,95829.0,9860
B20271626,NP01,43.0,6.1,24147.0,9860
B20271627,NP01,43.0,6.4,28901.0,9860
B20271628,NP01,43.0,9.34,19126.0,9860
B20271629,NP01,43.0,6.1,16201.0,9860
B20271630,NP01,43.0,4.9,17886.0,9860
B20271631,NP01,43.0,4.9,41303.0,9860
B20271632,NP01,43.0,9.34,77465.0,9860
B20271633,NP01,43.0,4.9,44628.0,9860
B20271634,NP01,43.0,5.9,12699.0,9860
B20271635,NP01,43.0,7.75,76223.0,9860
B20271636,NP01,43.0,4.9,17826.0,9860
B20271637,NP01,43.0,6.4,30907.0,9860
B20271638,NP01,43.0,7.0,23347.0,9860
B20271639,NP01,43.0,7.75,4932.0,9860
B20271640,NP01,43.0,5.3,12618.0,9860
B20271641,NP01,43.0,4.9,131055.0,9860
B20271642,NP01,43.0,4.9,89295.0,9860
B20271643,NP01,43.0,6.4,12220.0,9860
B20271644,NP01,43.0,5.0,12147.0,9860
B20271645,NP01,43.0,5.4,19805.0,9860
B20271646,NP01,43.0,4.9,59393.0,9860
B20271647,NP01,43.0,5.9,35457.0,9860
B20271648,NP01,43.0,3.9,20128.0,9860
B20271649,NP01,43.0,5.27,29874.0,9860
B20271650,NP01,43.0,4.9,132636.0,9860
B20271651,NP01,43.0,5.1,123510.0,9860
B20271652,NP01,43.0,4.5,31696.0,9860
B20271653,NP01,43.0,4.9,147069.0,9860
B20271654,NP01,43.0,6.4,17466.0,9860
B20271655,NP01,43.0,6.4,22932.0,9860
B20271656,NP01,43.0,8.4,26498.0,9860
B20271657,NP01,43.0,4.9,34780.0,9860
B20271658,NP01,43.0,5.995,87667.0,9860
B20271659,NP01,43.0,5.9,117181.0,9860
B20271660,NP01,43.0,6.1,54087.0,9860
B20271661,NP01,43.0,4.9,12643.0,9860
B20271662,NP01,43.0,6.1,10023.0,9860
B20271663,NP01,43.0,4.9,67217.0,9860
B20271664,NP01,43.0,5.22,65672.0,9860
B20271665,NP01,43.0,5.4,6023.0,9860
B20271666,NP01,43.0,5.9,28968.0,9860
B20271667,NP01,43.0,7.0,91162.0,9860
B20271668,NP01,43.0,4.901,16663.0,9860
B20271669,NP01,43.0,7.0,20431.0,9860
B20271670,NP01,43.0,4.901,15444.0,9860
B20271671,NP01,43.0,4.6,81696.0,9860
B20271672,NP01,43.0,8.78,30913.0,9860
B20271673,NP01,43.0,6.15,24548.0,9860
B20271674,NP01,43.0,5.3,53338.0,9860
B20271675,NP01,43.0,11.0,39986.0,9860
B20271676,NP01,43.0,6.1,41861.0,9860
B20271677,NP01,43.0,5.84,12413.0,9860
B20271678,NP01,43.0,6.4,23094.0,9860
B20271679,NP01,43.0,6.07,8122.0,9860
B20271680,NP01,43.0,4.9,19258.0,9860
B20271681,NP01,43.0,4.6,26463.0,9860
B20271682,NP01,43.0,4.15,18058.0,9860
B20271683,NP01,43.0,5.9,55994.0,9860
B20271684,NP01,43.0,5.9,61184.0,9860
B20271685,NP01,43.0,4.9,23800.0,9860
B20271686,NP01,43.0,4.9,11521.0,9860
B20271687,NP01,43.0,9.34,69447.0,9860
B20271688,NP01,43.0,6.9,31993.0,9860
B20271689,NP01,43.0,8.1,113558.0,9860
B20271690,NP01,43.0,4.9,61095.0,9860
B20271691,NP01,43.0,4.9,30133.0,9860
B20271692,NP01,43.0,8.05,29697.0,9860
B20271693,NP01,43.0,5.9,11780.0,9860
B20271694,NP01,43.0,6.25,13008.0,9860
B20271695,NP01,43.0,6.4,12596.0,9860
B20271696,NP01,43.0,8.1,25583.0,9860
B20271697,NP01,43.0,5.4,19037.0,9860
B20271698,NP01,43.0,4.9,127285.0,9860
B20271699,NP01,43.0,4.901,61131.0,9860
B20271700,NP01,43.0,4.9,31301.0,9860
B20271701,NP01,43.0,4.78,51801.0,9860
B20271702,NP01,43.0,8.9,11607.0,9860
B20271703,NP01,43.0,4.9,38696.0,9860
B20271704,NP01,43.0,4.9,52350.0,9860
B20271705,NP01,43.0,4.9,63815.0,9860
B20271706,NP01,43.0,4.9,22054.0,9860
B20271707,NP01,43.0,7.0,81242.0,9860
B20271708,NP01,43.0,6.1,42728.0,9860
B20271709,NP01,43.0,10.68,40166.0,9860
B20271710,NP01,43.0,6.4,42309.0,9860
B20271711,NP01,43.0,4.9,101530.0,9860
B20271712,NP01,43.0,7.9,72890.0,9860
B20271713,NP01,43.0,11.05,74480.0,9860
B20271714,NP01,43.0,5.9,39983.0,9860
B20271715,NP01,43.0,8.28,3445.0,9860
B20271716,NP01,43.0,5.2,18553.0,9860
B20271717,NP01,43.0,4.9,27022.0,9860
B20271718,NP01,43.0,5.9,27822.0,9860
B20271719,NP01,43.0,8.78,52539.0,9860
B20271720,NP01,43.0,4.9,10286.0,9860
B20271721,NP01,43.0,4.9,64436.00000000001,9860
B20271722,NP01,43.0,7.75,5851.0,9860
B20271723,NP01,43.0,4.9,35310.0,9860
B20271724,NP01,43.0,7.0,103464.0,9860
B20271725,NP01,43.0,4.901,37843.0,9860
B20271726,NP01,43.0,6.9,49258.0,9860
B20271727,NP01,43.0,4.901,40072.0,9860
B20271728,NP01,43.0,5.0,46363.0,9860
B20271729,NP01,43.0,4.9,137933.0,9860
B20271730,NP01,43.0,4.9,17240.0,9860
B20271731,NP01,43.0,4.9,31580.0,9860
B20271732,NP01,43.0,4.9,69596.0,9860
B20271733,NP01,43.0,5.7,26832.0,9860
B20271734,NP01,43.0,4.901,12173.0,9860
B20271735,NP01,43.0,4.5,12215.0,9860
B20271736,NP01,43.0,5.27,95009.0,9860
B20271737,NP01,43.0,11.05,21036.0,9860
B20271738,NP01,43.0,8.28,59023.0,9860
B20271739,NP01,43.0,5.018,46562.0,9860
B20271740,NP01,43.0,5.9,28994.0,9860
B20271741,NP01,43.0,5.0,50489.0,9860
B20271742,NP01,43.0,6.4,19921.0,9860
B20271743,NP01,43.0,4.901,24649.0,9860
B20271744,NP01,43.0,6.1,7638.0,9860
B20271745,NP01,43.0,5.9,11109.0,9860
B20271746,NP01,43.0,7.9,23131.0,9860
B20271747,NP01,43.0,10.06,51835.0,9860
B20271748,NP01,43.0,4.9,14318.0,9860
B20271749,NP01,43.0,4.45,21095.0,9860
B20271750,NP01,43.0,4.9,43531.0,9860
B20271751,NP01,43.0,4.78,22688.0,9860
B20271752,NP01,43.0,11.0,40090.0,9860
B20271753,NP01,43.0,4.5,42932.0,9860
B20271754,NP01,43.0,7.9,71722.0,9860
B20271755,NP01,43.0,4.4,55083.0,9860
B20271756,NP01,43.0,6.54,126904.0,9860
B20271757,NP01,43.0,5.08,89741.0,9860
B20271758,NP01,43.0,6.0,25837.0,9860
B20271759,NP01,43.0,4.9,25151.0,9860
B20271760,NP01,43.0,4.9,41610.0,9860
B20271761,NP01,43.0,4.9,33059.0,9860
B20271762,NP01,43.0,3.9,17332.0,9860
B20271763,NP01,43.0,7.75,7430.0,9860
B20271764,NP01,43.0,6.3,113086.0,9860
B20271765,NP01,43.0,6.2,20496.0,9860
B20271766,NP01,43.0,11.4,25071.0,9860
B20271767,NP01,43.0,4.901,42324.0,9860
B20271768,NP01,43.0,5.2,75795.0,9860
B20271769,NP01,43.0,4.94,34029.0,9860
B20271770,NP01,43.0,6.4,12480.0,9860
B20271771,NP01,43.0,5.4,32311.0,9860
B20271772,NP01,43.0,6.25,23463.0,9860
B20271773,NP01,43.0,5.9,72869.0,9860
B20271774,NP01,43.0,6.4,46907.0,9860
B20271775,NP01,43.0,6.1,18166.0,9860
B20271776,NP01,43.0,6.4,18668.0,9860
B20271777,NP01,43.0,4.9,23960.0,9860
B20271778,NP01,43.0,5.6,30385.0,9860
B20271779,NP01,43.0,4.901,14459.0,9860
B20271780,NP01,43.0,6.65,40011.0,9860
B20271781,NP01,43.0,5.9,128788.00000000001,9860
B20271782,NP01,43.0,5.9,12515.0,9860
B20271783,NP01,43.0,4.9,25277.0,9860
B20271784,NP01,43.0,4.45,23459.0,9860
B20271785,NP01,43.0,5.9,25455.0,9860
B20271786,NP01,43.0,7.0,35357.0,9860
B20271787,NP01,43.0,5.018,30356.0,9860
B20271788,NP01,43.0,7.75,61091.0,9860
B20271789,NP01,43.0,6.54,30798.0,9860
B20271790,NP01,43.0,4.6,16662.0,9860
B20271791,NP01,43.0,7.0,12098.0,9860
B20271792,NP01,43.0,6.1,29707.0,9860
B20271793,NP01,43.0,4.9,8349.0,9860
B20271794,NP01,43.0,4.7,52047.0,9860
B20271795,NP01,43.0,5.9,72426.0,9860
B20271796,NP01,43.0,5.3,104652.0,9860
B20271797,NP01,43.0,6.1,60529.0,9860
B20271798,NP01,43.0,6.9,11630.0,9860
B20271799,NP01,43.0,4.9,3924.0,9860
B20271800,NP01,43.0,5.55,21270.0,9860
B20271801,NP01,43.0,4.9,33333.0,9860
B20271802,NP01,43.0,7.0,38962.0,9860
B20271803,NP01,43.0,8.78,50942.0,9860
B20271804,NP01,43.0,6.9,4656.0,9860
B20271805,NP01,43.0,4.9,26356.0,9860
B20271806,NP01,43.0,5.08,82127.0,9860
B20271807,NP01,43.0,5.995,18154.0,9860
B20271808,NP01,43.0,4.901,89341.0,9860
B20271809,NP01,43.0,6.25,23685.0,9860
B20271810,NP01,43.0,6.1,12804.0,9860
B20271811,NP01,43.0,7.0,17279.0,9860
B20271812,NP01,43.0,4.9,65129.00000000001,9860
B20271813,NP01,43.0,8.1,38441.0,9860
B20271814,NP01,43.0,6.1,24374.0,9860
B20271815,NP01,43.0,6.7,132672.0,9860
B20271816,NP01,43.0,6.4,24474.0,9860
B20271817,NP01,43.0,6.4,34302.0,9860
B20271818,NP01,43.0,4.9,14999.0,9860
B20271819,NP01,43.0,8.78,53143.0,9860
B20271820,NP01,43.0,4.9,24926.0,9860
B20271821,NP01,43.0,5.9,27459.0,9860
B20271822,NP01,43.0,4.901,39766.0,9860
B20271823,NP01,43.0,4.9,32188.000000000004,9860
B20271824,NP01,43.0,6.65,126652.0,9860
B20271825,NP01,43.0,4.95,16323.0,9860
B20271826,NP01,43.0,6.4,50787.0,9860
B20271827,NP01,43.0,5.2,126976.0,9860
B20271828,NP01,43.0,5.4,37102.0,9860
B20271829,NP01,43.0,6.9,12051.0,9860
B20271830,NP01,43.0,4.901,144959.0,9860
B20271831,NP01,43.0,8.05,32341.0,9860
B20271832,NP01,43.0,7.75,76827.0,9860
B20271833,NP01,43.0,6.1,38820.0,9860
B20271834,NP01,43.0,6.1,64842.0,9860
B20271835,NP01,43.0,4.9,65470.0,9860
B20271836,NP01,43.0,6.55,39902.0,9860
B20271837,NP01,43.0,4.901,33820.0,9860
B20271838,NP01,43.0,5.0,20625.0,9860
B20271839,NP01,43.0,6.4,14420.0,9860
B20271840,NP01,43.0,5.36,18640.0,9860
B20271841,NP01,43.0,4.9,23623.0,9860
B20271842,NP01,43.0,4.9,68284.0,9860
B20271843,NP01,43.0,5.08,59250.0,9860
B20271844,NP01,43.0,5.9,76265.0,9860
B20271845,NP01,43.0,4.9,6213.0,9860
B20271846,NP01,43.0,4.901,29590.0,9860
B20271847,NP01,43.0,10.0,35356.0,9860
B20271848,NP01,43.0,4.5,12297.0,9860
B20271849,NP01,43.0,6.4,92841.0,9860
B20271850,NP01,43.0,4.9,56681.0,9860
B20271851,NP01,43.0,5.9,27516.0,9860
B20271852,NP01,43.0,4.9,28648.0,9860
B20271853,NP01,43.0,6.55,53289.0,9860
B20271854,NP01,43.0,4.9,106194.0,9860
B20271855,NP01,43.0,5.1,129912.0,9860
B20271856,NP01,43.0,8.1,26956.0,9860
B20271857,NP01,43.0,5.97,43877.0,9860
B20271858,NP01,43.0,6.4,78314.0,9860
B20271859,NP01,43.0,4.9,37899.0,9860
B20271860,NP01,43.0,6.4,17135.0,9860
B20271861,NP01,43.0,4.9,25752.0,9860
B20271862,NP01,43.0,4.55,41464.0,9860
B20271863,NP01,43.0,4.9,109784.0,9860
B20271864,NP01,43.0,8.78,16297.999999999998,9860
B20271865,NP01,43.0,5.3,31378.0,9860
B20271866,NP01,43.0,6.4,23840.0,9860
B20271867,NP01,43.0,4.9,64839.0,9860
B20271868,NP01,43.0,4.9,40638.0,9860
B20271869,NP01,43.0,5.2,42015.0,9860
B20271870,NP01,43.0,5.9,99492.0,9860
B20271871,NP01,43.0,5.9,29502.0,9860
B20271872,NP01,43.0,4.9,57031.0,9860
B20271873,NP01,43.0,4.75,12680.0,9860
B20271874,NP01,43.0,10.06,24143.0,9860
B20271875,NP01,43.0,6.1,132845.0,9860
B20271876,NP01,43.0,5.9,33765.0,9860
B20271877,NP01,43.0,4.9,27283.0,9860
B20271878,NP01,43.0,4.45,76016.0,9860
B20271879,NP01,43.0,4.9,30619.0,9860
B20271880,NP01,43.0,6.1,25291.0,9860
B20271881,NP01,43.0,5.9,58815.0,9860
B20271882,NP01,43.0,4.9,71040.0,9860
B20271883,NP01,43.0,6.4,29377.0,9860
B20271884,NP01,43.0,8.15,21146.0,9860
B20271885,NP01,43.0,4.901,46260.0,9860
B20271886,NP01,43.0,4.94,34651.0,9860
B20271887,NP01,43.0,4.9,49599.0,9860
B20271888,NP01,43.0,6.78,46777.0,9860
B20271889,NP01,43.0,5.4,24311.0,9860
B20271890,NP01,43.0,4.901,24317.0,9860
B20271891,NP01,43.0,4.9,40764.0,9860
B20271892,NP01,43.0,6.15,25705.0,9860
B20271893,NP01,43.0,4.6,100877.0,9860
B20271894,NP01,43.0,4.901,12320.0,9860
B20271895,NP01,43.0,6.1,132739.0,9860
B20271896,NP01,43.0,7.0,110511.0,9860
B20271897,NP01,43.0,6.55,55451.0,9860
B20271898,NP01,43.0,6.1,47245.0,9860
B20271899,NP01,43.0,4.7,37532.0,9860
B20271900,NP01,43.0,4.9,23614.0,9860
B20271901,NP01,43.0,6.1,56316.0,9860
B20271902,NP01,43.0,7.0,30387.0,9860
B20271903,NP01,43.0,8.97,20695.0,9860
B20271904,NP01,43.0,4.9,75299.0,9860
B20271905,NP01,43.0,6.1,26640.0,9860
B20271906,NP01,43.0,4.9,106592.0,9860
B20271907,NP01,43.0,4.9,12746.0,9860
B20271908,NP01,43.0,6.9,12025.0,9860
B20271909,NP01,43.0,4.9,28476.0,9860
B20271910,NP01,43.0,4.95,48251.0,9860
B20271911,NP01,43.0,4.9,52461.0,9860
B20271912,NP01,43.0,4.9,27898.0,9860
B20271913,NP01,43.0,4.9,30972.0,9860
B20271914,NP01,43.0,5.9,49227.0,9860
B20271915,NP01,43.0,4.9,27804.0,9860
B20271916,NP01,43.0,7.0,30259.0,9860
B20271917,NP01,43.0,4.9,50183.0,9860
B20271918,NP01,43.0,6.1,77769.0,9860
B20271919,NP01,43.0,4.9,114024.0,9860
B20271920,NP01,43.0,4.9,25197.0,9860
B20271921,NP01,43.0,8.97,36221.0,9860
B20271922,NP01,43.0,4.9,20652.0,9860
B20271923,NP01,43.0,6.4,43276.0,9860
B20271924,NP01,43.0,4.901,25204.0,9860
B20271925,NP01,43.0,6.55,34852.0,9860
B20271926,NP01,43.0,4.9,23362.0,9860
B20271927,NP01,43.0,6.4,24305.0,9860
B20271928,NP01,43.0,4.9,9455.0,9860
B20271929,NP01,43.0,6.4,32356.0,9860
B20271930,NP01,43.0,6.4,79228.0,9860
B20271931,NP01,43.0,4.9,31142.0,9860
B20271932,NP01,43.0,6.4,42034.0,9860
B20271933,NP01,43.0,4.9,74050.0,9860
B20271934,NP01,43.0,4.9,26889.0,9860
B20271935,NP01,43.0,4.9,39420.0,9860
B20271936,NP01,43.0,4.9,51959.0,9860
B20271937,NP01,43.0,4.9,23940.0,9860
B20271938,NP01,43.0,4.9,19996.0,9860
B20271939,NP01,43.0,6.2,29671.0,9860
B20271940,NP01,43.0,6.4,15099.0,9860
B20271941,NP01,43.0,7.96,25193.0,9860
B20271942,NP01,43.0,7.9,22214.0,9860
B20271943,NP01,43.0,4.9,26675.0,9860
B20271944,NP01,43.0,4.9,15309.0,9860
B20271945,NP01,43.0,4.9,31963.0,9860
B20271946,NP01,43.0,8.4,66403.0,9860
B20271947,NP01,43.0,4.901,31601.0,9860
B20271948,NP01,43.0,5.55,15686.0,9860
B20271949,NP01,43.0,5.06,41098.0,9860
B20271950,NP01,43.0,4.9,101518.0,9860
B20271951,NP01,43.0,6.1,70413.0,9860
B20271952,NP01,43.0,5.9,46955.0,9860
B20271953,NP01,43.0,7.0,42590.0,9860
B20271954,NP01,43.0,4.9,11707.0,9860
B20271955,NP01,43.0,6.1,3357.0,9860
B20271956,NP01,43.0,8.15,61667.0,9860
B20271957,NP01,43.0,5.15,24813.0,9860
B20271958,NP01,43.0,6.07,112107.0,9860
B20271959,NP01,43.0,4.9,11856.0,9860
B20271960,NP01,43.0,6.9,22855.0,9860
B20271961,NP01,43.0,4.9,15736.0,9860
B20271962,NP01,43.0,8.28,87343.0,9860
B20271963,NP01,43.0,6.35,31309.0,9860
B20271964,NP01,43.0,4.9,16117.0,9860
B20271965,NP01,43.0,5.4,35882.0,9860
B20271966,NP01,43.0,4.9,117647.0,9860
B20271967,NP01,43.0,6.1,16813.0,9860
B20271968,NP01,43.0,8.78,15524.0,9860
B20271969,NP01,43.0,4.9,12938.0,9860
B20271970,NP01,43.0,7.96,67671.0,9860
B20271971,NP01,43.0,7.0,115733.0,9860
B20271972,NP01,43.0,4.9,75462.0,9860
B20271973,NP01,43.0,5.27,79660.0,9860
B20271974,NP01,43.0,5.2,132838.0,9860
B20271975,NP01,43.0,6.3,21058.0,9860
B20271976,NP01,43.0,4.9,31385.0,9860
B20271977,NP01,43.0,6.9,33451.0,9860
B20271978,NP01,43.0,4.9,26355.0,9860
B20271979,NP01,43.0,5.33,34258.0,9860
B20271980,NP01,43.0,5.4,5935.0,9860
B20271981,NP01,43.0,7.0,12247.0,9860
B20271982,NP01,43.0,4.9,19964.0,9860
B20271983,NP01,43.0,6.4,20730.0,9860
B20271984,NP01,43.0,8.05,12507.0,9860
B20271985,NP01,43.0,4.9,25634.0,9860
B20271986,NP01,43.0,7.0,6109.0,9860
B20271987,NP01,43.0,8.1,24307.0,9860
B20271988,NP01,43.0,4.9,90704.0,9860
B20271989,NP01,43.0,5.9,73329.0,9860
B20271990,NP01,43.0,10.9,18698.0,9860
B20271991,NP01,43.0,6.1,96463.0,9860
B20271992,NP01,43.0,5.6,33112.0,9860
B20271993,NP01,43.0,6.4,40157.0,9860
B20271994,NP01,43.0,7.75,58739.0,9860
B20271995,NP01,43.0,4.9,24499.0,9860
B20271996,NP01,43.0,4.7,9326.0,9860
B20271997,NP01,43.0,5.9,19174.0,9860
B20271998,NP01,43.0,4.9,29853.0,9860
B20271999,NP01,43.0,7.0,18718.0,9860
B20272000,NP01,43.0,4.9,55351.0,9860
B20272001,NP01,43.0,4.9,34620.0,9860
B20272002,NP01,43.0,5.9,42557.0,9860
B20272003,NP01,43.0,5.08,18561.0,9860
B20272004,NP01,43.0,5.4,35992.0,9860
B20272005,NP01,43.0,7.9,37660.0,9860
B20272006,NP01,43.0,5.4,49864.0,9860
B20272007,NP01,43.0,5.995,27996.0,9860
B20272008,NP01,43.0,6.65,60975.0,9860
B20272009,NP01,43.0,6.14,57409.0,9860
B20272010,NP01,43.0,6.4,38287.0,9860
B20272011,NP01,43.0,5.3,12902.0,9860
B20272012,NP01,43.0,4.901,38858.0,9860
B20272013,NP01,43.0,4.9,37979.0,9860
B20272014,NP01,43.0,6.9,84610.0,9860
B20272015,NP01,43.0,4.9,49207.0,9860
B20272016,NP01,43.0,6.9,44892.0,9860
B20272017,NP01,43.0,4.9,17229.0,9860
B20272018,NP01,43.0,6.1,11940.0,9860
B20272019,NP01,43.0,5.9,12314.0,9860
B20272020,NP01,43.0,6.1,39350.0,9860
B20272021,NP01,43.0,6.1,83717.0,9860
B20272022,NP01,43.0,6.4,22525.0,9860
B20272023,NP01,43.0,6.65,62303.0,9860
B20272024,NP01,43.0,4.9,12394.0,9860
B20272025,NP01,43.0,4.9,12052.0,9860
B20272026,NP01,43.0,4.55,26794.0,9860
B20272027,NP01,43.0,4.75,4124.0,9860
B20272028,NP01,43.0,4.9,30998.0,9860
B20272029,NP01,43.0,7.9,34882.0,9860
B20272030,NP01,43.0,6.1,10442.0,9860
B20272031,NP01,43.0,4.9,11531.0,9860
B20272032,NP01,43.0,7.75,32931.0,9860
B20272033,NP01,43.0,7.0,83524.0,9860
B20272034,NP01,43.0,4.9,70791.0,9860
B20272035,NP01,43.0,4.9,25206.0,9860
B20272036,NP01,43.0,4.9,32229.0,9860
B20272037,NP01,43.0,6.4,58538.0,9860
B20272038,NP01,43.0,4.5,63826.0,9860
B20272039,NP01,43.0,4.9,31790.0,9860
B20272040,NP01,43.0,5.33,85399.0,9860
B20272041,NP01,43.0,4.9,12970.0,9860
B20272042,NP01,43.0,8.05,25172.0,9860
B20272043,NP01,43.0,6.1,15024.0,9860
B20272044,NP01,43.0,4.9,39954.0,9860
B20272045,NP01,43.0,4.9,46750.0,9860
B20272046,NP01,43.0,5.84,66822.0,9860
B20272047,NP01,43.0,8.15,61590.0,9860
B20272048,NP01,43.0,6.4,11493.0,9860
B20272049,NP01,43.0,4.9,36808.0,9860
B20272050,NP01,43.0,6.6,43040.0,9860
B20272051,NP01,43.0,4.9,48606.0,9860
B20272052,NP01,43.0,7.75,31083.0,9860
B20272053,NP01,43.0,5.06,22372.0,9860
B20272054,NP01,43.0,9.34,74541.0,9860
B20272055,NP01,43.0,10.06,39243.0,9860
B20272056,NP01,43.0,6.9,41197.0,9860
B20272057,NP01,43.0,6.1,18964.0,9860
B20272058,NP01,43.0,4.9,67377.0,9860
B20272059,NP01,43.0,6.36,19393.0,9860
B20272060,NP01,43.0,4.9,14321.0,9860
B20272061,NP01,43.0,4.9,14343.0,9860
B20272062,NP01,43.0,11.0,42351.0,9860
B20272063,NP01,43.0,4.9,30858.0,9860
B20272064,NP01,43.0,5.0,61310.0,9860
B20272065,NP01,43.0,4.9,50099.0,9860
B20272066,NP01,43.0,9.0,53627.0,9860
B20272067,NP01,43.0,6.84,25952.0,9860
B20272068,NP01,43.0,5.9,16497.0,9860
B20272069,NP01,43.0,6.4,17617.0,9860
B20272070,NP01,43.0,7.75,21141.0,9860
B20272071,NP01,43.0,7.75,24080.0,9860
B20272072,NP01,43.0,6.4,45784.0,9860
B20272073,NP01,43.0,5.55,29928.0,9860
B20272074,NP01,43.0,7.75,132486.0,9860
B20272075,NP01,43.0,4.9,42743.0,9860
B20272076,NP01,43.0,4.9,30076.0,9860
B20272077,NP01,43.0,11.05,76370.0,9860
B20272078,NP01,43.0,4.9,19448.0,9860
B20272079,NP01,43.0,5.9,25163.0,9860
B20272080,NP01,43.0,6.4,35424.0,9860
B20272081,NP01,43.0,3.9,10403.0,9860
B20272082,NP01,43.0,6.36,23656.0,9860
B20272083,NP01,43.0,5.9,32494.999999999996,9860
B20272084,NP01,43.0,11.05,24845.0,9860
B20272085,NP01,43.0,5.55,30449.0,9860
B20272086,NP01,43.0,6.9,60281.0,9860
B20272087,NP01,43.0,6.36,20105.0,9860
B20272088,NP01,43.0,4.9,86281.0,9860
B20272089,NP01,43.0,6.1,15686.0,9860
B20272090,NP01,43.0,6.54,27524.0,9860
B20272091,NP01,43.0,7.0,93276.0,9860
B20272092,NP01,43.0,4.9,126923.0,9860
B20272093,NP01,43.0,5.6,12655.0,9860
B20272094,NP01,43.0,4.9,57919.0,9860
B20272095,NP01,43.0,6.25,19069.0,9860
B20272096,NP01,43.0,4.9,30723.0,9860
B20272097,NP01,43.0,4.9,16096.0,9860
B20272098,NP01,43.0,5.9,34713.0,9860
B20272099,NP01,43.0,4.9,10524.0,9860
B20272100,NP01,43.0,4.15,29905.0,9860
B20272101,NP01,43.0,5.9,48229.0,9860
B20272102,NP01,43.0,4.9,57341.0,9860
B20272103,NP01,43.0,5.9,115779.0,9860
B20272104,NP01,43.0,4.9,48593.0,9860
B20272105,NP01,43.0,6.4,29059.0,9860
B20272106,NP01,43.0,4.9,22200.0,9860
B20272107,NP01,43.0,4.9,144793.0,9860
B20272108,NP01,43.0,6.4,28591.0,9860
B20272109,NP01,43.0,7.0,18562.0,9860
B20272110,NP01,43.0,4.9,47446.0,9860
B20272111,NP01,43.0,4.9,49955.0,9860
